File Name,Author Name,Link,Total Articles Count,Total Citations (Copied),Total Citations (Calculated),... Count,... Citation Count,False Count,False Citation Count
"Le Song.txt
","Le Song
","https://scholar.google.com/citations?hl=en&user=Xl4E0CsAAAAJ
",226,9188,9188,6,90,9,171
"Sanjam Garg.txt
","Sanjam Garg
","https://scholar.google.com/citations?hl=en&user=mb8mQH8AAAAJ
",79,4113,4113,2,0,0,0
"Donald Yeung.txt
","Donald Yeung
","https://scholar.google.com/citations?hl=en&user=HoDilBYAAAAJ
",99,2779,2779,16,1073,4,62
"Eftychios Sifakis.txt
","Eftychios Sifakis
","https://scholar.google.com/citations?hl=en&user=swFWoHwAAAAJ
",70,3031,3071,2,13,1,3
"Frank Dellaert.txt
","Frank Dellaert
","https://scholar.google.com/citations?hl=en&user=ZxXBaswAAAAJ
",278,21702,21702,13,97,8,124
"Julian Shun.txt
","Julian Shun
","https://scholar.google.com/citations?hl=en&user=BGh9WU4AAAAJ
",57,1340,1340,5,33,0,0
"George Necula.txt
","George Necula
","https://scholar.google.com/citations?hl=en&user=_fiHvDAAAAAJ
",126,11892,11892,9,70,6,22
"Seyoung Kim.txt
","Seyoung Kim
","https://scholar.google.com/citations?hl=en&user=G99KBM8AAAAJ
",70,12073,12309,1,0,1,4
"Noah Snavely.txt
","Noah Snavely
","https://scholar.google.com/citations?hl=en&user=Db4BCX8AAAAJ
",123,15050,15050,4,121,7,298
"Kevin Chang.txt
","Kevin Chang
","https://scholar.google.com/citations?hl=en&user=GXEEO2cAAAAJ
",11,246,246,3,187,0,0
"Sushmita Roy.txt
","Sushmita Roy
","https://scholar.google.com/citations?hl=en&user=vzmzPSIAAAAJ
",500,24155,19115,37,2648,1,18
"Dan Cosley.txt
","Dan Cosley
","https://scholar.google.com/citations?hl=en&user=_KNDS-kZ-nIJ
",116,8136,8136,2,32,2,103
"Michael Erdmann.txt
","Michael Erdmann
","https://scholar.google.com/citations?hl=en&user=YnHzhAwAAAAJ
",75,5793,5850,2,1072,1,0
"Katherine Yelick.txt
","Katherine Yelick
","https://scholar.google.com/citations?hl=en&user=93yNuV0AAAAJ
",428,19587,25125,77,14643,21,288
"Stefano Ermon.txt
","Stefano Ermon
","https://scholar.google.com/citations?hl=en&user=ogXTOZ4AAAAJ
",160,2834,2834,9,100,0,0
"Michael Hicks.txt
","Michael Hicks
","https://scholar.google.com/citations?hl=en&user=I9Vzs-4AAAAJ
",248,9215,9215,7,0,1,0
"Kevyn Collins-Thompson.txt
","Kevyn Collins-Thompson
","https://scholar.google.com/citations?hl=en&user=q__pgY9AkUQJ
",106,3750,3750,7,166,5,202
"Thomas Anderson.txt
","Thomas Anderson
","https://scholar.google.com/citations?hl=en&user=MYqlcPgAAAAJ
",260,47519,47519,21,1348,8,1011
"Peter Steenkiste.txt
","Peter Steenkiste
","https://scholar.google.com/citations?hl=en&user=DK7TEvkAAAAJ
",319,15851,16399,29,1114,6,180
"Xu Chu.txt
","Xu Chu
","https://scholar.google.com/citations?hl=en&user=RqkqRnUAAAAJ
",29,853,853,1,0,1,0
"Lyle Ungar.txt
","Lyle Ungar
","https://scholar.google.com/citations?hl=en&user=KCiDjbkAAAAJ
",474,28734,28783,38,4166,23,2153
"Manos Kapritsos.txt
","Manos Kapritsos
","https://scholar.google.com/citations?hl=en&user=65VCOs0AAAAJ
",23,854,854,1,0,1,5
"Niklas Elmqvist.txt
","Niklas Elmqvist
","https://scholar.google.com/citations?hl=en&user=LoQXe24AAAAJ
",239,21057,21057,18,41,21,16141
"James Rehg.txt
","James Rehg
","https://scholar.google.com/citations?hl=en&user=8kA3eDwAAAAJ
",337,19496,19496,24,187,3,62
"Timothy Bretl.txt
","Timothy Bretl
","https://scholar.google.com/citations?hl=en&user=ab_0lGcAAAAJ
",146,3184,3196,18,684,3,1
"Thomas Wenisch.txt
","Thomas Wenisch
","https://scholar.google.com/citations?hl=en&user=MJ5G4xgAAAAJ
",168,8183,8183,35,819,3,115
"Paul Barford.txt
","Paul Barford
","https://scholar.google.com/citations?hl=en&user=4uypulQAAAAJ
",201,12293,12718,6,0,2,29
"Andrew Kahng.txt
","Andrew Kahng
","https://scholar.google.com/citations?hl=en&user=zCO_h3cAAAAJ
",500,26797,29863,2,16,11,388
"Mihir Bellare.txt
","Mihir Bellare
","https://scholar.google.com/citations?hl=en&user=2pW1g5IAAAAJ
",284,51973,51973,4,2,0,0
"Tucker Balch.txt
","Tucker Balch
","https://scholar.google.com/citations?hl=en&user=jM1cT4QAAAAJ
",270,13044,13044,13,57,35,339
"Hadi Esmaeilzadeh.txt
","Hadi Esmaeilzadeh
","https://scholar.google.com/citations?hl=en&user=LnB5_AcAAAAJ
",117,5573,5573,22,1226,1,27
"Vikram Adve.txt
","Vikram Adve
","https://scholar.google.com/citations?hl=en&user=VbruE20AAAAJ
",188,10621,10621,9,262,40,160
"Christina Delimitrou.txt
","Christina Delimitrou
","https://scholar.google.com/citations?hl=en&user=OziQjUsAAAAJ
",57,1666,1780,8,13,2,1
"Lining Yao.txt
","Lining Yao
","https://scholar.google.com/citations?hl=en&user=FEnuzckAAAAJ
",52,648,648,3,5,1,6
"Christopher Langmead.txt
","Christopher Langmead
","https://scholar.google.com/citations?hl=en&user=Dj3gptkAAAAJ
",122,2237,2342,12,251,8,238
"Fadel Adib.txt
","Fadel Adib
","https://scholar.google.com/citations?hl=en&user=OxKLBqwAAAAJ
",36,2267,2267,0,0,2,3
"Greg Turk.txt
","Greg Turk
","https://scholar.google.com/citations?hl=en&user=Q_4d9N0AAAAJ
",135,17695,17905,4,616,2,9
"Piotr Indyk.txt
","Piotr Indyk
","https://scholar.google.com/citations?hl=en&user=oOwNKsAAAAAJ
",304,30448,30448,9,0,13,214
"James Hays.txt
","James Hays
","https://scholar.google.com/citations?hl=en&user=vjZrDKQAAAAJ
",93,14939,14939,4,1,2,149
"Pavel Pevzner.txt
","Pavel Pevzner
","https://scholar.google.com/citations?hl=en&user=0fq5QeIAAAAJ
",398,48071,48705,80,12166,23,11047
"Brian Noble.txt
","Brian Noble
","https://scholar.google.com/citations?hl=en&user=AdQfIOUAAAAJ
",129,10544,10544,9,2,3,38
"Luke Olson.txt
","Luke Olson
","https://scholar.google.com/citations?hl=en&user=o43oc6AAAAAJ
",97,1458,1458,3,2,15,230
"Michael Bailey.txt
","Michael Bailey
","https://scholar.google.com/citations?hl=en&user=rHKC-kAAAAAJ
",500,30164,30151,63,4653,10,1851
"Edmund Clarke.txt
","Edmund Clarke
","https://scholar.google.com/citations?hl=en&user=_adL2C8AAAAJ
",500,71810,71812,9,444,30,13961
"Li-Yang Tan.txt
","Li-Yang Tan
","https://scholar.google.com/citations?hl=en&user=pXzn2akAAAAJ
",41,508,508,1,36,0,0
"Radu Marculescu.txt
","Radu Marculescu
","https://scholar.google.com/citations?hl=en&user=ZCmYP5cAAAAJ
",327,12363,12363,26,258,9,208
"Siddhartha Banerjee.txt
","Siddhartha Banerjee
","https://scholar.google.com/citations?hl=en&user=_kqpoHIAAAAJ
",40,824,824,0,0,1,7
"Michael Carbin.txt
","Michael Carbin
","https://scholar.google.com/citations?hl=en&user=mtejbKYAAAAJ
",49,2154,2154,2,50,0,0
"Ankur Srivastava.txt
","Ankur Srivastava
","https://scholar.google.com/citations?hl=en&user=rx92O6IAAAAJ
",292,3630,3630,11,53,6,262
"Dana Dachman-Soled.txt
","Dana Dachman-Soled
","https://scholar.google.com/citations?hl=en&user=amIl4GwAAAAJ
",67,1062,1127,1,3,9,179
"Yoav Shoham.txt
","Yoav Shoham
","https://scholar.google.com/citations?hl=en&user=fV5P_6MAAAAJ
",320,27761,27761,31,0,2,26
"Adrian Sampson.txt
","Adrian Sampson
","https://scholar.google.com/citations?hl=en&user=Bq50aCUAAAAJ
",65,2460,2460,4,18,1,0
"Ashok Goel.txt
","Ashok Goel
","https://scholar.google.com/citations?hl=en&user=VjNg25EAAAAJ
",397,8037,8037,10,88,7,35
"Hadas Kress-Gazit.txt
","Hadas Kress-Gazit
","https://scholar.google.com/citations?hl=en&user=duOys3YAAAAJ
",113,2968,3231,11,48,2,12
"James Landay.txt
","James Landay
","https://scholar.google.com/citations?hl=en&user=oQsObk0AAAAJ
",307,22848,22848,26,3737,8,16
"Madeleine Udell.txt
","Madeleine Udell
","https://scholar.google.com/citations?hl=en&user=tZ9pEDMAAAAJ
",46,599,599,1,3,0,0
"Jason Nieh.txt
","Jason Nieh
","https://scholar.google.com/citations?hl=en&user=UGrnqBUAAAAJ
",181,7465,7465,5,53,4,89
"Shobha Vasudevan.txt
","Shobha Vasudevan
","https://scholar.google.com/citations?hl=en&user=_bdmmpAAAAAJ
",85,912,912,3,0,3,3
"Ranjit Jhala.txt
","Ranjit Jhala
","https://scholar.google.com/citations?hl=en&user=H3wb878AAAAJ
",149,9849,9849,6,36,5,378
"Jeffrey Heer.txt
","Jeffrey Heer
","https://scholar.google.com/citations?hl=en&user=vlgs4G4AAAAJ
",224,17038,17038,9,183,13,201
"Rajeev Alur.txt
","Rajeev Alur
","https://scholar.google.com/citations?hl=en&user=kWnv_YkAAAAJ
",416,42174,42174,13,257,24,186
"Thorsten Joachims.txt
","Thorsten Joachims
","https://scholar.google.com/citations?hl=en&user=5tk1PV8AAAAJ
",283,59062,59062,17,7,17,1065
"Bilge Mutlu.txt
","Bilge Mutlu
","https://scholar.google.com/citations?hl=en&user=VGr54BoAAAAJ
",171,4746,4746,9,89,3,20
"Amanda Lazar.txt
","Amanda Lazar
","https://scholar.google.com/citations?hl=en&user=WrnEVwQAAAAJ
",43,976,976,1,0,0,0
"Karl Crary.txt
","Karl Crary
","https://scholar.google.com/citations?hl=en&user=DTjqn9QAAAAJ
",102,4164,4636,1,0,0,0
"Indranil Gupta.txt
","Indranil Gupta
","https://scholar.google.com/citations?hl=en&user=Waaj7a8AAAAJ
",305,5752,6442,15,79,18,363
"Lydia Chilton.txt
","Lydia Chilton
","https://scholar.google.com/citations?hl=en&user=RpxD-7QAAAAJ
",38,2751,2751,1,0,3,0
"Bistra Dilkina.txt
","Bistra Dilkina
","https://scholar.google.com/citations?hl=en&user=1jjyaBYAAAAJ
",90,1040,1040,3,25,1,4
"Xi Chen.txt
","Xi Chen
","https://scholar.google.com/citations?hl=en&user=6SSMIsoAAAAJ
",395,10833,10938,8,63,10,0
"Nick McKeown.txt
","Nick McKeown
","https://scholar.google.com/citations?hl=en&user=SqMUez0AAAAJ
",310,47729,47729,34,4066,10,236
"Santosh Pande.txt
","Santosh Pande
","https://scholar.google.com/citations?hl=en&user=w55j5-8AAAAJ
",164,1865,1906,3,25,1,9
"Barzan Mozafari.txt
","Barzan Mozafari
","https://scholar.google.com/citations?hl=en&user=HHd7uewAAAAJ
",61,2087,2087,1,142,1,4
"Jianbo Shi.txt
","Jianbo Shi
","https://scholar.google.com/citations?hl=en&user=Sm14jYIAAAAJ
",209,37433,37433,12,17,47,64
"Alex Kirlik.txt
","Alex Kirlik
","https://scholar.google.com/citations?hl=en&user=ZS-2t_AAAAAJ
",188,2369,2369,8,82,6,63
"Abhinav Gupta.txt
","Abhinav Gupta
","https://scholar.google.com/citations?hl=en&user=bqL73OkAAAAJ
",264,15095,15099,36,1465,1,0
"Kamalika Chaudhuri.txt
","Kamalika Chaudhuri
","https://scholar.google.com/citations?hl=en&user=I-DJ7EsAAAAJ
",76,4517,4530,1,94,0,0
"Alexander Schwing.txt
","Alexander Schwing
","https://scholar.google.com/citations?hl=en&user=3B2c31wAAAAJ
",107,3348,3348,4,54,4,126
"Mehran Sahami.txt
","Mehran Sahami
","https://scholar.google.com/citations?hl=en&user=ZasL8IoAAAAJ
",163,18479,18479,19,50,9,903
"Marc Snir.txt
","Marc Snir
","https://scholar.google.com/citations?hl=en&user=HaI6LesAAAAJ
",350,19463,23508,43,5880,23,1413
"Anupam Datta.txt
","Anupam Datta
","https://scholar.google.com/citations?hl=en&user=oK3QM1wAAAAJ
",477,6109,6473,19,18,10,2
"C. Liu.txt
","C. Liu
","https://scholar.google.com/citations?hl=en&user=fT2gL5gAAAAJ
",500,24316,22294,42,1396,11,306
"Ariel Procaccia.txt
","Ariel Procaccia
","https://scholar.google.com/citations?hl=en&user=8ZpV-lkAAAAJ
",187,6405,6405,6,106,3,0
"Dan Roth.txt
","Dan Roth
","https://scholar.google.com/citations?hl=en&user=E-bpPWgAAAAJ
",500,24062,24062,33,1754,4,454
"Ron Weiss.txt
","Ron Weiss
","https://scholar.google.com/citations?hl=en&user=BRIg53UAAAAJ
",190,14026,14026,31,1015,1,731
"James McCann.txt
","James McCann
","https://scholar.google.com/citations?hl=en&user=OA9rqJoAAAAJ
",49,782,782,2,0,3,0
"Ming Lin.txt
","Ming Lin
","https://scholar.google.com/citations?hl=en&user=ugFNit4AAAAJ
",500,29377,29803,10,209,167,1464
"Gul Agha.txt
","Gul Agha
","https://scholar.google.com/citations?hl=en&user=orHlhhQAAAAJ
",443,18293,18336,11,753,27,186
"Mor Naaman.txt
","Mor Naaman
","https://scholar.google.com/citations?hl=en&user=IeqjwlIAAAAJ
",152,13685,13685,6,137,3,38
"Elias Bareinboim.txt
","Elias Bareinboim
","https://scholar.google.com/citations?hl=en&user=r5U-D7YAAAAJ
",53,1187,1195,1,14,0,0
"David Shmoys.txt
","David Shmoys
","https://scholar.google.com/citations?hl=en&user=rD8a4hQAAAAJ
",196,21227,21227,20,328,11,36
"Emina Torlak.txt
","Emina Torlak
","https://scholar.google.com/citations?hl=en&user=rFpexEAAAAAJ
",71,2240,2240,4,397,1,10
"Garrison Cottrell.txt
","Garrison Cottrell
","https://scholar.google.com/citations?hl=en&user=5Aut7EEAAAAJ
",324,16102,16102,11,34,5,24
"Scott Shenker.txt
","Scott Shenker
","https://scholar.google.com/citations?hl=en&user=GUAoEcAAAAAJ
",500,145278,145376,58,21760,25,9410
"Brandon Lucia.txt
","Brandon Lucia
","https://scholar.google.com/citations?hl=en&user=a9T7i5QAAAAJ
",69,1706,1782,2,0,2,2
"John Mitchell.txt
","John Mitchell
","https://scholar.google.com/citations?hl=en&user=OXWKH4MAAAAJ
",373,12011,12011,98,3042,0,0
"Nadia Polikarpova.txt
","Nadia Polikarpova
","https://scholar.google.com/citations?hl=en&user=CxzUX0EAAAAJ
",21,586,586,2,96,0,0
"Sasa Misailovic.txt
","Sasa Misailovic
","https://scholar.google.com/citations?hl=en&user=3qJQjIYAAAAJ
",47,2431,2431,3,102,1,2
"Mark Craven.txt
","Mark Craven
","https://scholar.google.com/citations?hl=en&user=6VuiGBQAAAAJ
",129,8687,9035,11,342,6,45
"Ling Liu.txt
","Ling Liu
","https://scholar.google.com/citations?hl=en&user=VIwtdckAAAAJ
",500,22324,22294,5,70,12,272
"Hakim Weatherspoon.txt
","Hakim Weatherspoon
","https://scholar.google.com/citations?hl=en&user=0zrqo3B-66wC
",116,7933,7933,19,3511,4,4
"Benjamin Kuipers.txt
","Benjamin Kuipers
","https://scholar.google.com/citations?hl=en&user=H1XVLwsAAAAJ
",405,20064,20064,21,56,28,616
"Ramani Duraiswami.txt
","Ramani Duraiswami
","https://scholar.google.com/citations?hl=en&user=BVXyodYAAAAJ
",332,12035,12035,7,36,14,509
"Maria-Florina Balcan.txt
","Maria-Florina Balcan
","https://scholar.google.com/citations?hl=en&user=LWlN_BUAAAAJ
",175,5064,5064,5,0,11,83
"Amy Bruckman.txt
","Amy Bruckman
","https://scholar.google.com/citations?hl=en&user=IdWa_JkAAAAJ
",220,10500,10500,12,104,10,155
"Tao Xie.txt
","Tao Xie
","https://scholar.google.com/citations?hl=en&user=DhhH9J4AAAAJ
",369,12001,13033,2,76,3,68
"David Page.txt
","David Page
","https://scholar.google.com/citations?hl=en&user=IlsuQ4oAAAAJ
",500,41781,41781,105,20173,5,15
"Matthew Kay.txt
","Matthew Kay
","https://scholar.google.com/citations?hl=en&user=ii5Ur2EAAAAJ
",107,1967,1967,16,738,1,4
"Danai Koutra.txt
","Danai Koutra
","https://scholar.google.com/citations?hl=en&user=bDrA1-8AAAAJ
",99,2390,2390,4,390,2,3
"Suman Banerjee.txt
","Suman Banerjee
","https://scholar.google.com/citations?hl=en&user=cLb-v7gAAAAJ
",311,15596,16275,19,101,8,125
"Zakir Durumeric.txt
","Zakir Durumeric
","https://scholar.google.com/citations?hl=en&user=TxPSRHIAAAAJ
",28,3176,3176,4,378,0,0
"Srinivasa Narasimhan.txt
","Srinivasa Narasimhan
","https://scholar.google.com/citations?hl=en&user=MhYrLJAAAAAJ
",139,9490,9490,8,43,2,46
"David Horn.txt
","David Horn
","https://scholar.google.com/citations?hl=en&user=gjKDpHIAAAAJ
",134,8382,8390,3,162,1,100
"Kurt Keutzer.txt
","Kurt Keutzer
","https://scholar.google.com/citations?hl=en&user=ID9QePIAAAAJ
",369,21830,21830,21,207,0,0
"Joshua Smith.txt
","Joshua Smith
","https://scholar.google.com/citations?hl=en&user=DPxLTGgAAAAJ
",298,38505,50278,253,47877,6,1617
"Furong Huang.txt
","Furong Huang
","https://scholar.google.com/citations?hl=en&user=mRI6AogAAAAJ
",35,878,878,0,0,1,43
"Nihar Shah.txt
","Nihar Shah
","https://scholar.google.com/citations?hl=en&user=9UWMV74AAAAJ
",38,413,413,1,16,3,5
"Srinivas Aluru.txt
","Srinivas Aluru
","https://scholar.google.com/citations?hl=en&user=YOGOScoAAAAJ
",328,9918,9918,33,3251,27,1601
"Zsolt Kira.txt
","Zsolt Kira
","https://scholar.google.com/citations?hl=en&user=2a5XgNAAAAAJ
",60,678,678,1,0,0,0
"Brian Curless.txt
","Brian Curless
","https://scholar.google.com/citations?hl=en&user=tlh8i7gAAAAJ
",112,26568,27886,6,183,3,249
"Taesoo Kim.txt
","Taesoo Kim
","https://scholar.google.com/citations?hl=en&user=06hgT8gAAAAJ
",500,9865,8216,92,1250,341,4450
"Hanan Samet.txt
","Hanan Samet
","https://scholar.google.com/citations?hl=en&user=ATOfqHEAAAAJ
",500,30161,30168,25,30,19,349
"Aditya Parameswaran.txt
","Aditya Parameswaran
","https://scholar.google.com/citations?hl=en&user=VeB3UbcAAAAJ
",123,3001,3001,8,187,2,0
"Robert Morris.txt
","Robert Morris
","https://scholar.google.com/citations?hl=en&user=in6eBIwAAAAJ
",282,64302,77740,32,1598,3,7
"Paul Pearce.txt
","Paul Pearce
","https://scholar.google.com/citations?hl=en&user=JvY2c4YAAAAJ
",11,676,676,1,79,0,0
"Shree Nayar.txt
","Shree Nayar
","https://scholar.google.com/citations?hl=en&user=3pZs3j0AAAAJ
",468,50615,50615,28,388,32,299
"Cecilia Aragon.txt
","Cecilia Aragon
","https://scholar.google.com/citations?hl=en&user=BM_qLgYAAAAJ
",234,6322,6322,45,170,10,120
"Alessandro Acquisti.txt
","Alessandro Acquisti
","https://scholar.google.com/citations?hl=en&user=2XCryp4AAAAJ
",266,20977,20977,13,241,24,697
"Ryan Kastner.txt
","Ryan Kastner
","https://scholar.google.com/citations?hl=en&user=lfLiQmcAAAAJ
",287,5546,5546,14,76,5,8
"Laurent Lessard.txt
","Laurent Lessard
","https://scholar.google.com/citations?hl=en&user=5PBPqeQAAAAJ
",51,1039,1039,1,3,0,0
"Tal Malkin.txt
","Tal Malkin
","https://scholar.google.com/citations?hl=en&user=c0yPSEYAAAAJ
",116,6407,6472,5,23,5,84
"Mary Wootters.txt
","Mary Wootters
","https://scholar.google.com/citations?hl=en&user=LiH53A8AAAAJ
",60,800,800,6,7,1,0
"Sayeef Salahuddin.txt
","Sayeef Salahuddin
","https://scholar.google.com/citations?hl=en&user=Ay4FZFUAAAAJ
",325,12847,12847,104,6306,11,43
"Nika Haghtalab.txt
","Nika Haghtalab
","https://scholar.google.com/citations?hl=en&user=C6pnolkAAAAJ
",35,363,363,2,0,1,0
"Alex Endert.txt
","Alex Endert
","https://scholar.google.com/citations?hl=en&user=_ZIAy3cAAAAJ
",125,2243,2243,14,6,2,4
"Nikita Borisov.txt
","Nikita Borisov
","https://scholar.google.com/citations?hl=en&user=MnsxqAcAAAAJ
",165,7345,7428,10,126,13,41
"Shuchi Chawla.txt
","Shuchi Chawla
","https://scholar.google.com/citations?hl=en&user=Znp3UkEAAAAJ
",97,5180,5180,4,0,3,0
"Jason Mars.txt
","Jason Mars
","https://scholar.google.com/citations?hl=en&user=Fn5PadcAAAAJ
",96,3032,3032,18,332,2,16
"Clark Barrett.txt
","Clark Barrett
","https://scholar.google.com/citations?hl=en&user=BtwmZfQAAAAJ
",166,7360,7360,2,3,5,9
"Alexandros Daglis.txt
","Alexandros Daglis
","https://scholar.google.com/citations?hl=en&user=Mm-dHpMAAAAJ
",14,227,227,1,4,0,0
"Grace Wahba.txt
","Grace Wahba
","https://scholar.google.com/citations?hl=en&user=2lPABNoAAAAJ
",389,38323,38323,21,26,22,3117
"Yuvraj Agarwal.txt
","Yuvraj Agarwal
","https://scholar.google.com/citations?hl=en&user=H4UeZ2MAAAAJ
",99,4945,4945,10,423,2,32
"Vladimir Kolesnikov.txt
","Vladimir Kolesnikov
","https://scholar.google.com/citations?hl=en&user=1vwuDM4AAAAJ
",176,3408,3408,13,43,9,48
"Huijia Lin.txt
","Huijia Lin
","https://scholar.google.com/citations?hl=en&user=h3gpLYAAAAAJ
",60,1741,1838,2,8,0,0
"Seth Hutchinson.txt
","Seth Hutchinson
","https://scholar.google.com/citations?hl=en&user=-JPZ21IAAAAJ
",299,20332,20332,18,227,7,42
"Venkatesan Guruswami.txt
","Venkatesan Guruswami
","https://scholar.google.com/citations?hl=en&user=Es6jE1kAAAAJ
",327,8886,8886,15,0,9,139
"Barna Saha.txt
","Barna Saha
","https://scholar.google.com/citations?hl=en&user=BsmjRdoAAAAJ
",84,1721,1721,1,11,1,11
"Matthew Sinclair.txt
","Matthew Sinclair
","https://scholar.google.com/citations?hl=en&user=dPm7cz0AAAAJ
",47,528,528,4,75,0,0
"Michael Otte.txt
","Michael Otte
","https://scholar.google.com/citations?hl=en&user=JbBpeE0AAAAJ
",44,445,445,0,0,1,2
"Devi Parikh.txt
","Devi Parikh
","https://scholar.google.com/citations?hl=en&user=ijpYJQwAAAAJ
",201,11267,12616,16,1422,4,25
"Somesh Jha.txt
","Somesh Jha
","https://scholar.google.com/citations?hl=en&user=BaI7l8QAAAAJ
",500,28371,28519,28,300,26,638
"Matei Zaharia.txt
","Matei Zaharia
","https://scholar.google.com/citations?hl=en&user=I1EvjZsAAAAJ
",159,41306,41306,30,19450,7,213
"Tim Roughgarden.txt
","Tim Roughgarden
","https://scholar.google.com/citations?hl=en&user=0lcJYs8AAAAJ
",369,17651,17651,17,924,10,551
"Michael Taylor.txt
","Michael Taylor
","https://scholar.google.com/citations?hl=en&user=5Od-c5QAAAAJ
",500,30869,35450,330,24950,3,1432
"Anthony Gitter.txt
","Anthony Gitter
","https://scholar.google.com/citations?hl=en&user=j0_fn9oAAAAJ
",30,1185,1185,5,314,0,0
"Tony Jebara.txt
","Tony Jebara
","https://scholar.google.com/citations?hl=en&user=Dn_qYK8AAAAJ
",215,16559,16559,10,8038,7,67
"Bruno Sinopoli.txt
","Bruno Sinopoli
","https://scholar.google.com/citations?hl=en&user=zZO9qG4AAAAJ
",215,11892,11892,6,115,7,102
"Alexander Gray.txt
","Alexander Gray
","https://scholar.google.com/citations?hl=en&user=qrP9SXsAAAAJ
",68,1550,1550,16,168,1,8
"David Bamman.txt
","David Bamman
","https://scholar.google.com/citations?hl=en&user=RkA1y54AAAAJ
",82,1918,1952,0,0,3,38
"Naomi Feldman.txt
","Naomi Feldman
","https://scholar.google.com/citations?hl=en&user=FvRFQZ8AAAAJ
",40,1047,1047,1,77,0,0
"Lui Sha.txt
","Lui Sha
","https://scholar.google.com/citations?hl=en&user=SlXqNooAAAAJ
",438,25115,25115,29,316,21,210
"Paul Beame.txt
","Paul Beame
","https://scholar.google.com/citations?hl=en&user=plYoF-MAAAAJ
",145,6221,6579,2,0,7,85
"Samuel Madden.txt
","Samuel Madden
","https://scholar.google.com/citations?hl=en&user=a1ngrCIAAAAJ
",423,50572,50572,70,7863,40,4217
"Robin Kravets.txt
","Robin Kravets
","https://scholar.google.com/citations?hl=en&user=dACRUjgAAAAJ
",192,7978,8009,15,68,10,33
"Martina Rau.txt
","Martina Rau
","https://scholar.google.com/citations?hl=en&user=bZQk_NkAAAAJ
",76,699,699,2,4,3,0
"Jeannette Bohg.txt
","Jeannette Bohg
","https://scholar.google.com/citations?hl=en&user=rjnJnEkAAAAJ
",76,1645,1645,7,116,2,20
"John Canny.txt
","John Canny
","https://scholar.google.com/citations?hl=en&user=LAv0HTEAAAAJ
",374,54825,56327,9,6,15,504
"Grant Schoenebeck.txt
","Grant Schoenebeck
","https://scholar.google.com/citations?hl=en&user=m4zCAPoAAAAJ
",49,1532,1532,1,0,1,15
"Ravi Ramamoorthi.txt
","Ravi Ramamoorthi
","https://scholar.google.com/citations?hl=en&user=q0MzO6cAAAAJ
",213,11752,11752,10,235,6,90
"Charalampos Papamanthou.txt
","Charalampos Papamanthou
","https://scholar.google.com/citations?hl=en&user=4k0lzWwAAAAJ
",94,5239,5239,4,18,1,0
"Caroline Uhler.txt
","Caroline Uhler
","https://scholar.google.com/citations?hl=en&user=dIJFcaoAAAAJ
",63,1469,1469,2,12,1,89
"Omri Weinstein.txt
","Omri Weinstein
","https://scholar.google.com/citations?hl=en&user=oRi9TIwAAAAJ
",46,593,593,2,0,1,2
"Guy Hoffman.txt
","Guy Hoffman
","https://scholar.google.com/citations?hl=en&user=ZocLOAMAAAAJ
",101,2806,2806,1,0,0,0
"Aravind Srinivasan.txt
","Aravind Srinivasan
","https://scholar.google.com/citations?hl=en&user=sPzla6IAAAAJ
",359,12920,12920,26,248,21,163
"Anupam Gupta.txt
","Anupam Gupta
","https://scholar.google.com/citations?hl=en&user=QuwaU-8AAAAJ
",218,8740,9245,3,300,1,9
"Richard Vuduc.txt
","Richard Vuduc
","https://scholar.google.com/citations?hl=en&user=CCGI7x4AAAAJ
",215,6456,6456,10,405,4,15
"Stephen Wright.txt
","Stephen Wright
","https://scholar.google.com/citations?hl=en&user=VFQRIOwAAAAJ
",325,51937,78177,5,12,10,26248
"Ben Liblit.txt
","Ben Liblit
","https://scholar.google.com/citations?hl=en&user=nvR1mBgAAAAJ
",115,5175,5175,11,148,7,219
"Jacob Wobbrock.txt
","Jacob Wobbrock
","https://scholar.google.com/citations?hl=en&user=TmZ3howAAAAJ
",213,13205,13205,13,967,6,199
"Max Shulaker.txt
","Max Shulaker
","https://scholar.google.com/citations?hl=en&user=ac1SojMAAAAJ
",61,1851,1851,10,67,0,0
"Karthikeyan Sankaralingam.txt
","Karthikeyan Sankaralingam
","https://scholar.google.com/citations?hl=en&user=O0W9jEQAAAAJ
",160,6415,6415,21,362,11,136
"Steven Nowick.txt
","Steven Nowick
","https://scholar.google.com/citations?hl=en&user=gaXiAekAAAAJ
",135,5194,5194,1,0,3,202
"Sonia Chernova.txt
","Sonia Chernova
","https://scholar.google.com/citations?hl=en&user=EYo_WkEAAAAJ
",137,4539,4539,5,62,2,5
"Sergey Levine.txt
","Sergey Levine
","https://scholar.google.com/citations?hl=en&user=8R35rCwAAAAJ
",247,14912,14912,19,518,0,0
"Aaron Schulman.txt
","Aaron Schulman
","https://scholar.google.com/citations?hl=en&user=OP27m34AAAAJ
",32,991,991,6,130,0,0
"Hao Su.txt
","Hao Su
","https://scholar.google.com/citations?hl=en&user=1P8Zu04AAAAJ
",72,19186,19260,2,826,2,17
"Munmun Choudhury.txt
","Munmun Choudhury
","https://scholar.google.com/citations?hl=en&user=Z9Pfp6UAAAAJ
",128,5627,5627,9,28,0,0
"Larry Davis.txt
","Larry Davis
","https://scholar.google.com/citations?hl=en&user=lc0ARagAAAAJ
",500,59750,58706,8,634,10,588
